Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2018	positive regulation of actin filament bundle assembly (GO:0032233)	2/44	0.06730725653911508	0.7932307854944669	0	0	4.710315591144607	12.710726445515885	TPM1;LPAR1
GO_Biological_Process_2018	positive regulation of viral process (GO:0048524)	2/44	0.06730725653911508	0.7914030647905627	0	0	4.710315591144607	12.710726445515885	CAV2;POLR2F
GO_Biological_Process_2018	negative regulation of cell motility (GO:2000146)	3/97	0.06758637657237937	0.7928581141352921	0	0	3.204957000160248	8.635272195622578	JAG1;SERPINE1;TPM1
GO_Biological_Process_2018	positive regulation of cellular biosynthetic process (GO:0031328)	4/159	0.06834271114833068	0.799891869242962	0	0	2.606967119627204	6.995067257433692	EIF6;VIM;THBS1;SNCA
GO_Biological_Process_2018	positive regulation of neuron differentiation (GO:0045666)	3/98	0.06924619951684156	0.8086117989346508	0	0	3.1722533573014697	8.470192500932361	NDRG4;STMN2;ASCL1
GO_Biological_Process_2018	metal ion homeostasis (GO:0055065)	2/45	0.07000415354729868	0.8155963368764044	0	0	4.605641911341394	12.247326205195767	CAV1;MT3
GO_Biological_Process_2018	cellular response to transforming growth factor beta stimulus (GO:0071560)	3/100	0.07262090250728756	0.8441559578466706	0	0	3.10880829015544	8.15285746715115	KLF10;ID1;SOX9
GO_Biological_Process_2018	regulation of lipid metabolic process (GO:0019216)	3/100	0.07262090250728756	0.8422374215788373	0	0	3.10880829015544	8.15285746715115	CAV1;ID2;G0S2
GO_Biological_Process_2018	tRNA aminoacylation for protein translation (GO:0006418)	2/46	0.07273594371626534	0.8416587772882133	0	0	4.5055192610948405	11.80860376265284	PPA1;FARSB
GO_Biological_Process_2018	aminoglycan biosynthetic process (GO:0006023)	2/46	0.07273594371626534	0.8397545719097331	0	0	4.5055192610948405	11.80860376265284	UGDH;SDC4
GO_Biological_Process_2018	negative regulation of autophagy (GO:0010507)	2/46	0.07273594371626534	0.8378589633952642	0	0	4.5055192610948405	11.80860376265284	MT3;SNCA
GO_Biological_Process_2018	neuron projection morphogenesis (GO:0048812)	4/163	0.07340858342951674	0.8437027054973513	0	0	2.5429924663848182	6.641570068322675	NCKAP1;RAB3A;S100A6;SGK1
GO_Biological_Process_2018	positive regulation of protein modification process (GO:0031401)	4/163	0.07340858342951674	0.8418067443614021	0	0	2.5429924663848182	6.641570068322675	FLOT1;PLAUR;SOX9;MT3
GO_Biological_Process_2018	positive regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043123)	4/163	0.07340858342951674	0.8399192852933273	0	0	2.5429924663848182	6.641570068322675	LPAR1;HMOX1;S100A4;WLS
GO_Biological_Process_2018	regulation of vascular associated smooth muscle cell migration (GO:1904752)	1/8	0.07465463522901987	0.8522653323796161	0	0	12.953367875647668	33.61246974228659	TPM1
GO_Biological_Process_2018	cellular response to nitric oxide (GO:0071732)	1/8	0.07465463522901987	0.8503629544055544	0	0	12.953367875647668	33.61246974228659	MT3
GO_Biological_Process_2018	regulation of synaptic transmission, dopaminergic (GO:0032225)	1/8	0.07465463522901987	0.8484690502754753	0	0	12.953367875647668	33.61246974228659	FLOT1
GO_Biological_Process_2018	positive regulation of cell aging (GO:0090343)	1/8	0.07465463522901987	0.8465835634970853	0	0	12.953367875647668	33.61246974228659	HMGA2
GO_Biological_Process_2018	regulation of calcium ion transmembrane transport via high voltage-gated calcium channel (GO:1902514)	1/8	0.07465463522901987	0.8447064380791317	0	0	12.953367875647668	33.61246974228659	CACNA2D1
GO_Biological_Process_2018	positive regulation of isotype switching (GO:0045830)	1/8	0.07465463522901987	0.8428376185258593	0	0	12.953367875647668	33.61246974228659	TFRC
GO_Biological_Process_2018	regulation of chaperone-mediated autophagy (GO:1904714)	1/8	0.07465463522901987	0.8409770498315418	0	0	12.953367875647668	33.61246974228659	SNCA
GO_Biological_Process_2018	response to epinephrine (GO:0071871)	1/8	0.07465463522901987	0.8391246774750846	0	0	12.953367875647668	33.61246974228659	SNCA
GO_Biological_Process_2018	regulation of dopamine uptake involved in synaptic transmission (GO:0051584)	1/8	0.07465463522901987	0.8372804474146998	0	0	12.953367875647668	33.61246974228659	SNCA
GO_Biological_Process_2018	negative regulation of protein homooligomerization (GO:0032463)	1/8	0.07465463522901987	0.83544430608265	0	0	12.953367875647668	33.61246974228659	CRYAB
GO_Biological_Process_2018	aorta development (GO:0035904)	1/8	0.07465463522901987	0.8336162003800621	0	0	12.953367875647668	33.61246974228659	JAG1
GO_Biological_Process_2018	glomerular visceral epithelial cell development (GO:0072015)	1/8	0.07465463522901987	0.8317960776718087	0	0	12.953367875647668	33.61246974228659	JAG1
GO_Biological_Process_2018	negative regulation of anion transmembrane transport (GO:1903960)	1/8	0.07465463522901987	0.8299838857814562	0	0	12.953367875647668	33.61246974228659	THBS1
GO_Biological_Process_2018	negative regulation of platelet aggregation (GO:0090331)	1/8	0.07465463522901987	0.8281795729862791	0	0	12.953367875647668	33.61246974228659	CD9
GO_Biological_Process_2018	microvillus organization (GO:0032528)	1/8	0.07465463522901987	0.8263830880123393	0	0	12.953367875647668	33.61246974228659	FXYD5
GO_Biological_Process_2018	positive regulation of transforming growth factor beta production (GO:0071636)	1/8	0.07465463522901987	0.8245943800296286	0	0	12.953367875647668	33.61246974228659	THBS1
GO_Biological_Process_2018	cellular response to reactive nitrogen species (GO:1902170)	1/8	0.07465463522901987	0.8228133986472752	0	0	12.953367875647668	33.61246974228659	MT3
GO_Biological_Process_2018	positive regulation of DNA recombination (GO:0045911)	1/8	0.07465463522901987	0.8210400939088112	0	0	12.953367875647668	33.61246974228659	TFRC
GO_Biological_Process_2018	negative regulation of monooxygenase activity (GO:0032769)	1/8	0.07465463522901987	0.8192744162875021	0	0	12.953367875647668	33.61246974228659	SNCA
GO_Biological_Process_2018	cellular cation homeostasis (GO:0030003)	1/8	0.07465463522901987	0.8175163166817347	0	0	12.953367875647668	33.61246974228659	MT3
GO_Biological_Process_2018	negative regulation of T-helper cell differentiation (GO:0045623)	1/8	0.07465463522901987	0.8157657464104676	0	0	12.953367875647668	33.61246974228659	ANXA1
GO_Biological_Process_2018	microvillus assembly (GO:0030033)	1/8	0.07465463522901987	0.8140226572087359	0	0	12.953367875647668	33.61246974228659	FXYD5
GO_Biological_Process_2018	regulation of ATP biosynthetic process (GO:2001169)	1/8	0.07465463522901987	0.8122870012232162	0	0	12.953367875647668	33.61246974228659	ENO1
GO_Biological_Process_2018	cellular response to UV-B (GO:0071493)	1/8	0.07465463522901987	0.8105587310078477	0	0	12.953367875647668	33.61246974228659	MFAP4
GO_Biological_Process_2018	positive regulation of ryanodine-sensitive calcium-release channel activity (GO:0060316)	1/8	0.07465463522901987	0.8088377995195083	0	0	12.953367875647668	33.61246974228659	GSTO1
GO_Biological_Process_2018	positive regulation of spindle checkpoint (GO:0090232)	1/8	0.07465463522901987	0.8071241601137467	0	0	12.953367875647668	33.61246974228659	MAD2L1
GO_Biological_Process_2018	negative regulation of voltage-gated potassium channel activity (GO:1903817)	1/8	0.07465463522901987	0.8054177665405674	0	0	12.953367875647668	33.61246974228659	CAV1
GO_Biological_Process_2018	regulation of metaphase/anaphase transition of cell cycle (GO:1902099)	1/8	0.07465463522901987	0.8037185729402709	0	0	12.953367875647668	33.61246974228659	UBE2C
GO_Biological_Process_2018	lung epithelium development (GO:0060428)	1/8	0.07465463522901987	0.8020265338393441	0	0	12.953367875647668	33.61246974228659	ASCL1
GO_Biological_Process_2018	positive regulation of tumor necrosis factor biosynthetic process (GO:0042535)	1/8	0.07465463522901987	0.8003416041464042	0	0	12.953367875647668	33.61246974228659	THBS1
GO_Biological_Process_2018	cellular response to epinephrine stimulus (GO:0071872)	1/8	0.07465463522901987	0.7986637391481937	0	0	12.953367875647668	33.61246974228659	SNCA
GO_Biological_Process_2018	heterochromatin assembly (GO:0031507)	1/8	0.07465463522901987	0.7969928945056243	0	0	12.953367875647668	33.61246974228659	HMGA2
GO_Biological_Process_2018	positive regulation of immunoglobulin mediated immune response (GO:0002891)	1/8	0.07465463522901987	0.7953290262498713	0	0	12.953367875647668	33.61246974228659	TFRC
GO_Biological_Process_2018	establishment of protein localization to chromatin (GO:0071169)	1/8	0.07465463522901987	0.7936720907785175	0	0	12.953367875647668	33.61246974228659	RUVBL2
GO_Biological_Process_2018	cardiac muscle hypertrophy (GO:0003300)	1/8	0.07465463522901987	0.792022044851743	0	0	12.953367875647668	33.61246974228659	INPP5F
GO_Biological_Process_2018	leptin-mediated signaling pathway (GO:0033210)	1/8	0.07465463522901987	0.7903788455885652	0	0	12.953367875647668	33.61246974228659	MT3
GO_Biological_Process_2018	negative regulation of neuron projection regeneration (GO:0070571)	1/8	0.07465463522901987	0.7887424504631229	0	0	12.953367875647668	33.61246974228659	INPP5F
GO_Biological_Process_2018	glomerular epithelial cell development (GO:0072310)	1/8	0.07465463522901987	0.7871128173010091	0	0	12.953367875647668	33.61246974228659	JAG1
GO_Biological_Process_2018	actin filament network formation (GO:0051639)	1/8	0.07465463522901987	0.7854899042756461	0	0	12.953367875647668	33.61246974228659	ACTN1
GO_Biological_Process_2018	negative regulation of cAMP-dependent protein kinase activity (GO:2000480)	1/8	0.07465463522901987	0.7838736699047086	0	0	12.953367875647668	33.61246974228659	PKIA
GO_Biological_Process_2018	calcium ion import into cytosol (GO:1902656)	1/8	0.07465463522901987	0.7822640730465881	0	0	12.953367875647668	33.61246974228659	CACNA2D1
GO_Biological_Process_2018	regulation of dendritic cell antigen processing and presentation (GO:0002604)	1/8	0.07465463522901987	0.7806610728969025	0	0	12.953367875647668	33.61246974228659	THBS1
GO_Biological_Process_2018	regulation of T-helper 2 cell differentiation (GO:0045628)	1/8	0.07465463522901987	0.7790646289850478	0	0	12.953367875647668	33.61246974228659	ANXA1
GO_Biological_Process_2018	regulation of amyloid fibril formation (GO:1905906)	1/8	0.07465463522901987	0.7774747011707926	0	0	12.953367875647668	33.61246974228659	CRYAB
GO_Biological_Process_2018	snoRNA 3'-end processing (GO:0031126)	1/8	0.07465463522901987	0.7758912496409133	0	0	12.953367875647668	33.61246974228659	DKC1
GO_Biological_Process_2018	mammary gland epithelial cell differentiation (GO:0060644)	1/8	0.07465463522901987	0.7743142349058707	0	0	12.953367875647668	33.61246974228659	ID2
GO_Biological_Process_2018	calcium ion import across plasma membrane (GO:0098703)	1/8	0.07465463522901987	0.7727436177965282	0	0	12.953367875647668	33.61246974228659	CACNA2D1
GO_Biological_Process_2018	regulation of dopamine receptor signaling pathway (GO:0060159)	1/8	0.07465463522901987	0.7711793594609077	0	0	12.953367875647668	33.61246974228659	CAV2
GO_Biological_Process_2018	negative regulation of single stranded viral RNA replication via double stranded DNA intermediate (GO:0045869)	1/8	0.07465463522901987	0.7696214213609867	0	0	12.953367875647668	33.61246974228659	HMGA2
GO_Biological_Process_2018	response to vitamin D (GO:0033280)	1/8	0.07465463522901987	0.7680697652695331	0	0	12.953367875647668	33.61246974228659	CDKN2D
GO_Biological_Process_2018	regulation of cardiac muscle cell action potential involved in regulation of contraction (GO:0098909)	1/8	0.07465463522901987	0.7665243532669787	0	0	12.953367875647668	33.61246974228659	CAV1
GO_Biological_Process_2018	peptide cross-linking (GO:0018149)	2/47	0.07550171065416936	0.773665119414109	0	0	4.4096571491566525	11.392790057602124	ANXA1;THBS1
GO_Biological_Process_2018	regulation of intrinsic apoptotic signaling pathway (GO:2001242)	2/47	0.07550171065416936	0.7721146883130786	0	0	4.4096571491566525	11.392790057602124	CAV1;PLAUR
GO_Biological_Process_2018	negative regulation of JAK-STAT cascade (GO:0046426)	2/47	0.07550171065416936	0.7705704589364525	0	0	4.4096571491566525	11.392790057602124	INPP5F;CAV1
GO_Biological_Process_2018	negative regulation of mitotic cell cycle (GO:0045930)	2/48	0.07830055227061318	0.7975403557623533	0	0	4.317789291882556	10.998275573168037	GAS1;MAD2L1
GO_Biological_Process_2018	regulation of cell cycle arrest (GO:0071156)	2/48	0.07830055227061318	0.7959516299540618	0	0	4.317789291882556	10.998275573168037	ID2;HMGA2
GO_Biological_Process_2018	cellular response to mechanical stimulus (GO:0071260)	2/48	0.07830055227061318	0.794369221146996	0	0	4.317789291882556	10.998275573168037	CNN2;SOX9
GO_Biological_Process_2018	peptide metabolic process (GO:0006518)	3/104	0.07958615879019931	0.805809857750768	0	0	2.989238740534077	7.565509423465638	GPX1;GSTO1;MGST1
GO_Biological_Process_2018	protein heterooligomerization (GO:0051291)	2/49	0.08113158053692254	0.8198306049107242	0	0	4.229671143068627	10.623593068542132	ANXA2;FARSB
GO_Biological_Process_2018	organic hydroxy compound biosynthetic process (GO:1901617)	2/49	0.08113158053692254	0.8182103863239442	0	0	4.229671143068627	10.623593068542132	PSAT1;PMVK
GO_Biological_Process_2018	regulation of megakaryocyte differentiation (GO:0045652)	2/49	0.08113158053692254	0.8165965591319837	0	0	4.229671143068627	10.623593068542132	EIF6;THBS1
GO_Biological_Process_2018	regulation of release of sequestered calcium ion into cytosol (GO:0051279)	2/49	0.08113158053692254	0.8149890855903853	0	0	4.229671143068627	10.623593068542132	GSTO1;SNCA
GO_Biological_Process_2018	G1/S transition of mitotic cell cycle (GO:0000082)	3/105	0.08137150660427134	0.8157933167025474	0	0	2.9607698001480385	7.427772343357848	CDKN2D;RRM2;EIF4EBP1
GO_Biological_Process_2018	fatty acid metabolic process (GO:0006631)	3/106	0.08317414003262537	0.8322306599735044	0	0	2.9328380095806033	7.293436688974848	PON3;ACOT7;GPX1
GO_Biological_Process_2018	positive regulation of cellular component organization (GO:0051130)	3/106	0.08317414003262537	0.8306020285449849	0	0	2.9328380095806033	7.293436688974848	GPX1;FLOT1;SNCA
GO_Biological_Process_2018	removal of superoxide radicals (GO:0019430)	1/9	0.0835877745583714	0.8331023702565805	0	0	11.514104778353481	28.576373136732965	MT3
GO_Biological_Process_2018	long-chain fatty acid biosynthetic process (GO:0042759)	1/9	0.0835877745583714	0.8314783890280102	0	0	11.514104778353481	28.576373136732965	ACOT7
GO_Biological_Process_2018	negative regulation of pri-miRNA transcription from RNA polymerase II promoter (GO:1902894)	1/9	0.0835877745583714	0.8298607267925471	0	0	11.514104778353481	28.576373136732965	SOX9
GO_Biological_Process_2018	sterol catabolic process (GO:0016127)	1/9	0.0835877745583714	0.8282493467405228	0	0	11.514104778353481	28.576373136732965	MT3
GO_Biological_Process_2018	regulation of muscle system process (GO:0090257)	1/9	0.0835877745583714	0.8266442123476148	0	0	11.514104778353481	28.576373136732965	TPM1
GO_Biological_Process_2018	regulation of ER-associated ubiquitin-dependent protein catabolic process (GO:1903069)	1/9	0.0835877745583714	0.8250452873720875	0	0	11.514104778353481	28.576373136732965	CAV1
GO_Biological_Process_2018	positive regulation of mitochondrial translation (GO:0070131)	1/9	0.0835877745583714	0.8234525358520641	0	0	11.514104778353481	28.576373136732965	MRPS27
GO_Biological_Process_2018	embryonic digestive tract morphogenesis (GO:0048557)	1/9	0.0835877745583714	0.8218659221028308	0	0	11.514104778353481	28.576373136732965	ID2
GO_Biological_Process_2018	regulation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway (GO:2001267)	1/9	0.0835877745583714	0.8202854107141716	0	0	11.514104778353481	28.576373136732965	PLAUR
GO_Biological_Process_2018	negative regulation of tyrosine phosphorylation of STAT protein (GO:0042532)	1/9	0.0835877745583714	0.8187109665477337	0	0	11.514104778353481	28.576373136732965	INPP5F
GO_Biological_Process_2018	small nucleolar ribonucleoprotein complex assembly (GO:0000491)	1/9	0.0835877745583714	0.8171425547344238	0	0	11.514104778353481	28.576373136732965	RUVBL2
GO_Biological_Process_2018	myelin assembly (GO:0032288)	1/9	0.0835877745583714	0.815580140671834	0	0	11.514104778353481	28.576373136732965	CD9
GO_Biological_Process_2018	L-ascorbic acid metabolic process (GO:0019852)	1/9	0.0835877745583714	0.8140236900216969	0	0	11.514104778353481	28.576373136732965	GSTO1
GO_Biological_Process_2018	maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000463)	1/9	0.0835877745583714	0.81247316870737	0	0	11.514104778353481	28.576373136732965	FTSJ3
GO_Biological_Process_2018	heterochromatin organization (GO:0070828)	1/9	0.0835877745583714	0.8109285429113483	0	0	11.514104778353481	28.576373136732965	HMGA2
GO_Biological_Process_2018	sympathetic ganglion development (GO:0061549)	1/9	0.0835877745583714	0.8093897790728068	0	0	11.514104778353481	28.576373136732965	ASCL1
GO_Biological_Process_2018	positive regulation of establishment of protein localization to telomere (GO:1904851)	1/9	0.0835877745583714	0.807856843885169	0	0	11.514104778353481	28.576373136732965	DKC1
GO_Biological_Process_2018	regulation of Rac protein signal transduction (GO:0035020)	1/9	0.0835877745583714	0.8063297042937037	0	0	11.514104778353481	28.576373136732965	STMN3
GO_Biological_Process_2018	Notch signaling involved in heart development (GO:0061314)	1/9	0.0835877745583714	0.8048083274931495	0	0	11.514104778353481	28.576373136732965	JAG1
GO_Biological_Process_2018	engulfment of apoptotic cell (GO:0043652)	1/9	0.0835877745583714	0.8032926809253658	0	0	11.514104778353481	28.576373136732965	THBS1
GO_Biological_Process_2018	cellular response to superoxide (GO:0071451)	1/9	0.0835877745583714	0.8017827322770098	0	0	11.514104778353481	28.576373136732965	MT3
GO_Biological_Process_2018	regulation of cell-cell adhesion mediated by cadherin (GO:2000047)	1/9	0.0835877745583714	0.8002784494772406	0	0	11.514104778353481	28.576373136732965	FLOT1
GO_Biological_Process_2018	cholesterol catabolic process (GO:0006707)	1/9	0.0835877745583714	0.7987798006954481	0	0	11.514104778353481	28.576373136732965	MT3
GO_Biological_Process_2018	regulation of cell communication by electrical coupling involved in cardiac conduction (GO:1901844)	1/9	0.0835877745583714	0.7972867543390079	0	0	11.514104778353481	28.576373136732965	CAV1
GO_Biological_Process_2018	T cell mediated immunity (GO:0002456)	1/9	0.0835877745583714	0.7957992790510621	0	0	11.514104778353481	28.576373136732965	JAG1
GO_Biological_Process_2018	negative regulation of potassium ion transmembrane transport (GO:1901380)	1/9	0.0835877745583714	0.7943173437083226	0	0	11.514104778353481	28.576373136732965	CAV1
GO_Biological_Process_2018	mesodermal cell differentiation (GO:0048333)	1/9	0.0835877745583714	0.792840917418902	0	0	11.514104778353481	28.576373136732965	HMGA2
GO_Biological_Process_2018	negative regulation of peptidyl-lysine acetylation (GO:2000757)	1/9	0.0835877745583714	0.7913699695201656	0	0	11.514104778353481	28.576373136732965	SNCA
GO_Biological_Process_2018	regulation of glycoprotein biosynthetic process (GO:0010559)	1/9	0.0835877745583714	0.7899044695766096	0	0	11.514104778353481	28.576373136732965	MT3
GO_Biological_Process_2018	response to vitamin (GO:0033273)	1/9	0.0835877745583714	0.788444387377762	0	0	11.514104778353481	28.576373136732965	CDKN2D
GO_Biological_Process_2018	negative regulation of viral genome replication (GO:0045071)	2/50	0.08399392133845117	0.790813617324938	0	0	4.1450777202072535	10.267402477826883	IFITM2;HMGA2
GO_Biological_Process_2018	positive regulation of cell cycle process (GO:0090068)	3/107	0.08499389220371242	0.7987547549089218	0	0	2.9054283085564863	7.162391791682329	ID2;HMGA2;MAD2L1
GO_Biological_Process_2018	regulation of cell migration (GO:0030334)	6/316	0.08637235370663487	0.8102171341267606	0	0	1.967600183642684	4.818825279643231	JAG1;ANXA1;SERPINE1;TPM1;SGK1;THBS1
GO_Biological_Process_2018	negative regulation of Wnt signaling pathway (GO:0030178)	4/174	0.08828841282868931	0.8266711388344983	0	0	2.3822285748317547	5.782017521353434	RUVBL2;CAV1;SOX9;SHISA2
GO_Biological_Process_2018	regulation of cell-matrix adhesion (GO:0001952)	2/52	0.08980911243116667	0.8393697815682115	0	0	3.985651654045436	9.6056948349446	JAG1;THBS1
GO_Biological_Process_2018	plasma membrane bounded cell projection morphogenesis (GO:0120039)	2/52	0.08980911243116667	0.8378352847097688	0	0	3.985651654045436	9.6056948349446	NCKAP1;SGK1
GO_Biological_Process_2018	B cell differentiation (GO:0030183)	2/52	0.08980911243116667	0.8363063882048238	0	0	3.985651654045436	9.6056948349446	TPD52;KLF6
GO_Biological_Process_2018	positive regulation of mitotic cell cycle (GO:0045931)	2/52	0.08980911243116667	0.8347830614503524	0	0	3.985651654045436	9.6056948349446	EIF4EBP1;MAD2L1
GO_Biological_Process_2018	cellular response to insulin stimulus (GO:0032869)	3/110	0.09055416955795152	0.8401780495531392	0	0	2.826189354686764	6.7879615130182875	GOT1;CAV2;ATP6V0E2
GO_Biological_Process_2018	ganglion development (GO:0061548)	1/10	0.09243511814112873	0.8560733355248275	0	0	10.362694300518132	24.67614824952362	ASCL1
GO_Biological_Process_2018	negative regulation of cellular protein catabolic process (GO:1903363)	1/10	0.09243511814112873	0.8545224780329346	0	0	10.362694300518132	24.67614824952362	ANXA2
GO_Biological_Process_2018	endothelium development (GO:0003158)	1/10	0.09243511814112873	0.8529772294288968	0	0	10.362694300518132	24.67614824952362	JAG1
GO_Biological_Process_2018	positive regulation of calcium ion import (GO:0090280)	1/10	0.09243511814112873	0.8514375593396749	0	0	10.362694300518132	24.67614824952362	LGALS3
GO_Biological_Process_2018	regulation of coagulation (GO:0050818)	1/10	0.09243511814112873	0.849903437611135	0	0	10.362694300518132	24.67614824952362	CAV1
GO_Biological_Process_2018	regulation of cellular respiration (GO:0043457)	1/10	0.09243511814112873	0.8483748343060792	0	0	10.362694300518132	24.67614824952362	PRELID1
GO_Biological_Process_2018	macrophage chemotaxis (GO:0048246)	1/10	0.09243511814112873	0.8468517197022979	0	0	10.362694300518132	24.67614824952362	LGALS3
GO_Biological_Process_2018	regulation of mammary gland epithelial cell proliferation (GO:0033599)	1/10	0.09243511814112873	0.845334064290645	0	0	10.362694300518132	24.67614824952362	GPX1
GO_Biological_Process_2018	regulation of Arp2/3 complex-mediated actin nucleation (GO:0034315)	1/10	0.09243511814112873	0.8438218387731304	0	0	10.362694300518132	24.67614824952362	NCKAP1
GO_Biological_Process_2018	positive regulation of alcohol biosynthetic process (GO:1902932)	1/10	0.09243511814112873	0.8423150140610355	0	0	10.362694300518132	24.67614824952362	SNCA
GO_Biological_Process_2018	aspartate family amino acid metabolic process (GO:0009066)	1/10	0.09243511814112873	0.840813561273048	0	0	10.362694300518132	24.67614824952362	GOT1
GO_Biological_Process_2018	regulation of single stranded viral RNA replication via double stranded DNA intermediate (GO:0045091)	1/10	0.09243511814112873	0.8393174517334162	0	0	10.362694300518132	24.67614824952362	HMGA2
GO_Biological_Process_2018	astrocyte development (GO:0014002)	1/10	0.09243511814112873	0.8378266569701242	0	0	10.362694300518132	24.67614824952362	MT3
GO_Biological_Process_2018	positive regulation of T cell apoptotic process (GO:0070234)	1/10	0.09243511814112873	0.836341148713085	0	0	10.362694300518132	24.67614824952362	PRELID1
GO_Biological_Process_2018	negative regulation of autophagosome assembly (GO:1902902)	1/10	0.09243511814112873	0.8348608988923538	0	0	10.362694300518132	24.67614824952362	FEZ1
GO_Biological_Process_2018	macrophage migration (GO:1905517)	1/10	0.09243511814112873	0.8333858796363602	0	0	10.362694300518132	24.67614824952362	LGALS3
GO_Biological_Process_2018	regulation of establishment of protein localization to telomere (GO:0070203)	1/10	0.09243511814112873	0.8319160632701585	0	0	10.362694300518132	24.67614824952362	DKC1
GO_Biological_Process_2018	negative regulation of protein maturation (GO:1903318)	1/10	0.09243511814112873	0.8304514223136971	0	0	10.362694300518132	24.67614824952362	GAS1
GO_Biological_Process_2018	negative regulation of stem cell differentiation (GO:2000737)	1/10	0.09243511814112873	0.8289919294801052	0	0	10.362694300518132	24.67614824952362	JAG1
GO_Biological_Process_2018	telomere maintenance via recombination (GO:0000722)	1/10	0.09243511814112873	0.8275375576739998	0	0	10.362694300518132	24.67614824952362	ERCC1
GO_Biological_Process_2018	regulation of phospholipase activity (GO:0010517)	1/10	0.09243511814112873	0.8260882799898072	0	0	10.362694300518132	24.67614824952362	SNCA
GO_Biological_Process_2018	coenzyme A metabolic process (GO:0015936)	1/10	0.09243511814112873	0.8246440697101047	0	0	10.362694300518132	24.67614824952362	ACOT7
GO_Biological_Process_2018	regulation of mitochondrial depolarization (GO:0051900)	1/10	0.09243511814112873	0.8232049003039789	0	0	10.362694300518132	24.67614824952362	MLLT11
GO_Biological_Process_2018	negative regulation of protein autophosphorylation (GO:0031953)	1/10	0.09243511814112873	0.8217707454254005	0	0	10.362694300518132	24.67614824952362	CAV1
GO_Biological_Process_2018	dicarboxylic acid biosynthetic process (GO:0043650)	1/10	0.09243511814112873	0.8203415789116172	0	0	10.362694300518132	24.67614824952362	GOT1
GO_Biological_Process_2018	negative regulation of homotypic cell-cell adhesion (GO:0034111)	1/10	0.09243511814112873	0.8189173747815623	0	0	10.362694300518132	24.67614824952362	CD9
GO_Biological_Process_2018	endothelial tube morphogenesis (GO:0061154)	1/10	0.09243511814112873	0.8174981072342806	0	0	10.362694300518132	24.67614824952362	CCM2
GO_Biological_Process_2018	medium-chain fatty acid metabolic process (GO:0051791)	1/10	0.09243511814112873	0.8160837506473699	0	0	10.362694300518132	24.67614824952362	ACOT7
GO_Biological_Process_2018	positive regulation of vacuole organization (GO:0044090)	1/10	0.09243511814112873	0.8146742795754403	0	0	10.362694300518132	24.67614824952362	ANXA2
GO_Biological_Process_2018	pulmonary valve development (GO:0003177)	1/10	0.09243511814112873	0.8132696687485861	0	0	10.362694300518132	24.67614824952362	JAG1
GO_Biological_Process_2018	regulation of axon regeneration (GO:0048679)	1/10	0.09243511814112873	0.8118698930708776	0	0	10.362694300518132	24.67614824952362	INPP5F
GO_Biological_Process_2018	negative regulation of cellular response to transforming growth factor beta stimulus (GO:1903845)	2/53	0.09276028234071557	0.8133259807296761	0	0	3.910450679440805	9.298022183294002	CAV1;STUB1
GO_Biological_Process_2018	regulation of calcium ion-dependent exocytosis (GO:0017158)	2/53	0.09276028234071557	0.8119309104368293	0	0	3.910450679440805	9.298022183294002	SYT4;SYT11
GO_Biological_Process_2018	positive regulation of intracellular signal transduction (GO:1902533)	8/479	0.09344963111012562	0.8165641567722107	0	0	1.73072138630783	4.102385483653198	CAV2;CAV1;LPAR1;HMOX1;S100A4;SOX9;THBS1;WLS
GO_Biological_Process_2018	cellular response to lipid (GO:0071396)	4/178	0.09403456679673028	0.8202707595960935	0	0	2.328695348431041	5.505251982136159	RUVBL2;SERPINE1;SOX9;TFPI
GO_Biological_Process_2018	regulation of organelle organization (GO:0033043)	3/113	0.0962623673333945	0.8382710930073585	0	0	2.7511577788986195	6.439573998697081	SYT11;STMN2;STMN3
GO_Biological_Process_2018	protein transport (GO:0015031)	6/326	0.0966501173734652	0.840213882379545	0	0	1.9072443497886136	4.456577498796958	RAB3A;TFRC;SCG5;ATP6V0E2;TMED5;WLS
GO_Biological_Process_2018	organonitrogen compound biosynthetic process (GO:1901566)	4/181	0.09845795664343134	0.8544744094412077	0	0	2.290098187959809	5.308735368921881	GOT1;GSTO1;MGST1;PLA2G4A
GO_Biological_Process_2018	negative regulation of transforming growth factor beta receptor signaling pathway (GO:0030512)	2/55	0.09874566899769023	0.8555163818254894	0	0	3.7682524729156848	8.72428727051887	CAV1;STUB1
GO_Biological_Process_2018	positive regulation of DNA biosynthetic process (GO:2000573)	2/55	0.09874566899769023	0.8540663540596836	0	0	3.7682524729156848	8.72428727051887	PARM1;DKC1
GO_Biological_Process_2018	negative regulation of cellular response to growth factor stimulus (GO:0090288)	2/55	0.09874566899769023	0.8526212333252341	0	0	3.7682524729156848	8.72428727051887	SHISA2;THBS1
GO_Biological_Process_2018	Notch signaling pathway (GO:0007219)	2/55	0.09874566899769023	0.8511809947554279	0	0	3.7682524729156848	8.72428727051887	JAG1;ASCL1
